3	26	0.5088896
4	26	0.5088896
5	26	0.5088896
7	26	0.5088896
1	27	0.4759055
26	27	0.4759055
27	28	0.3263352
2	28	0.3263352
6	28	0.3263352
8	28	0.3263352
10	29	0.9903645
11	29	0.9903645
14	30	0.9583508
15	30	0.9583508
29	31	0.8547267
30	31	0.8547267
31	32	0.84793895
13	32	0.84793895
32	33	0.5299618
12	33	0.5299618
23	34	1.1689017
24	34	1.1689017
18	35	0.75007623
34	35	0.75007623
35	36	0.58445084
22	36	0.58445084
36	37	0.33820838
19	37	0.33820838
33	38	0.31716466
25	38	0.31716466
9	39	0.30445462
38	39	0.30445462
16	39	0.30445462
17	40	0.33305377
37	40	0.33305377
21	40	0.33305377
40	41	0.3043875
20	41	0.3043875
39	42	0.2719458
41	42	0.2719458
28	43	0.13256289
42	43	0.13256289
