1	26	0.951811
3	26	0.951811
26	27	0.543892
2	27	0.543892
4	27	0.543892
5	27	0.543892
6	27	0.543892
7	27	0.543892
13	28	0.42396948
14	28	0.42396948
10	29	0.42186782
28	29	0.42186782
23	30	1.1689017
24	30	1.1689017
18	31	0.75007623
30	31	0.75007623
31	32	0.67641675
19	32	0.67641675
32	33	0.58445084
22	33	0.58445084
33	34	0.5438916
25	34	0.5438916
34	35	0.50731254
20	35	0.50731254
27	36	0.3263352
8	36	0.3263352
17	37	0.33305377
35	37	0.33305377
21	37	0.33305377
36	38	0.26512578
37	38	0.26512578
29	39	0.3179771
12	39	0.3179771
39	40	0.31113067
11	40	0.31113067
15	40	0.31113067
9	41	0.30445462
40	41	0.30445462
16	41	0.30445462
38	42	0.25268325
41	42	0.25268325
