2	26	1.0177792
5	26	1.0177792
8	26	1.0177792
26	27	0.5088896
3	27	0.5088896
7	27	0.5088896
1	28	0.4759055
27	28	0.4759055
28	29	0.3263352
4	29	0.3263352
6	29	0.3263352
9	30	0.96457785
15	30	0.96457785
30	31	0.9583508
14	31	0.9583508
31	32	0.42396948
13	32	0.42396948
32	33	0.3179771
12	33	0.3179771
33	34	0.31113067
11	34	0.31113067
34	35	0.30445462
10	35	0.30445462
16	35	0.30445462
22	36	0.58445084
23	36	0.58445084
24	36	0.58445084
21	37	0.5550896
36	37	0.5550896
18	38	0.37503812
37	38	0.37503812
38	39	0.33820838
19	39	0.33820838
17	40	0.33305377
39	40	0.33305377
40	41	0.3043875
20	41	0.3043875
41	42	0.29025966
25	42	0.29025966
35	43	0.2833177
42	43	0.2833177
29	44	0.19296232
43	44	0.19296232
