3	26	1.0177792
5	26	1.0177792
1	27	0.951811
26	27	0.951811
27	28	0.543892
4	28	0.543892
6	28	0.543892
7	28	0.543892
28	29	0.3263352
2	29	0.3263352
8	29	0.3263352
10	30	0.47877228
12	30	0.47877228
30	31	0.42736334
15	31	0.42736334
21	32	1.1101792
22	32	1.1101792
32	33	0.58445084
23	33	0.58445084
24	33	0.58445084
17	34	0.5550896
33	34	0.5550896
34	35	0.54419434
19	35	0.54419434
35	36	0.5438916
25	36	0.5438916
36	37	0.50731254
20	37	0.50731254
37	38	0.3043875
18	38	0.3043875
29	39	0.26512578
38	39	0.26512578
9	40	0.30445462
31	40	0.30445462
16	40	0.30445462
40	41	0.29710934
11	41	0.29710934
41	42	0.2875052
14	42	0.2875052
42	43	0.2543817
13	43	0.2543817
39	44	0.25268325
43	44	0.25268325
