2	26	1.0177792
8	26	1.0177792
26	27	0.5088896
3	27	0.5088896
4	27	0.5088896
7	27	0.5088896
10	28	0.986725
16	28	0.986725
9	29	0.50742435
28	29	0.50742435
29	30	0.49518225
11	30	0.49518225
30	31	0.4791754
12	31	0.4791754
31	32	0.47877228
14	32	0.47877228
32	33	0.42396948
13	33	0.42396948
23	34	1.1689017
24	34	1.1689017
19	35	0.5438916
25	35	0.5438916
18	36	0.50731254
35	36	0.50731254
36	37	0.47011936
34	37	0.47011936
37	38	0.3506705
22	38	0.3506705
17	39	0.33305377
38	39	0.33305377
21	39	0.33305377
27	40	0.30533376
5	40	0.30533376
6	40	0.30533376
1	41	0.2855433
40	41	0.2855433
33	42	0.31113067
15	42	0.31113067
39	43	0.3043875
20	43	0.3043875
42	44	0.25268325
43	44	0.25268325
41	45	0.19296232
44	45	0.19296232
