2	26	1.0177792
6	26	1.0177792
8	26	1.0177792
26	27	0.5088896
4	27	0.5088896
5	27	0.5088896
1	28	0.4759055
27	28	0.4759055
28	29	0.3263352
3	29	0.3263352
7	29	0.3263352
13	30	0.7562535
16	30	0.7562535
30	31	0.5299618
14	31	0.5299618
9	32	0.50742435
31	32	0.50742435
32	33	0.3179771
12	33	0.3179771
33	34	0.31113067
11	34	0.31113067
15	34	0.31113067
34	35	0.30445462
10	35	0.30445462
17	36	0.9669658
18	36	0.9669658
36	37	0.56999624
21	37	0.56999624
23	38	0.58445084
24	38	0.58445084
37	39	0.5550896
38	39	0.5550896
39	40	0.4834829
20	40	0.4834829
40	41	0.3506705
22	41	0.3506705
41	42	0.33820838
19	42	0.33820838
29	43	0.19296232
25	43	0.19296232
35	44	0.23427717
42	44	0.23427717
43	45	0.1902988
44	45	0.1902988
