2	26	1.0177792
3	26	1.0177792
5	26	1.0177792
1	27	0.951811
26	27	0.951811
27	28	0.543892
4	28	0.543892
8	28	0.543892
28	29	0.3263352
6	29	0.3263352
7	29	0.3263352
10	30	0.49518225
11	30	0.49518225
30	31	0.4933625
16	31	0.4933625
17	32	0.56999624
21	32	0.56999624
22	33	0.58445084
23	33	0.58445084
32	34	0.5550896
33	34	0.5550896
34	35	0.54419434
19	35	0.54419434
35	36	0.50731254
18	36	0.50731254
20	36	0.50731254
36	37	0.3506705
24	37	0.3506705
9	38	0.30445462
31	38	0.30445462
38	39	0.29710934
15	39	0.29710934
39	40	0.2875052
12	40	0.2875052
14	40	0.2875052
37	41	0.2719458
25	41	0.2719458
29	42	0.26512578
41	42	0.26512578
40	43	0.2543817
13	43	0.2543817
42	44	0.25268325
43	44	0.25268325
