2	26	1.0177792
4	26	1.0177792
6	26	1.0177792
26	27	0.5088896
7	27	0.5088896
8	27	0.5088896
1	28	0.4759055
27	28	0.4759055
28	29	0.3263352
3	29	0.3263352
5	29	0.3263352
10	30	0.95754457
12	30	0.95754457
15	31	0.49518225
16	31	0.49518225
30	32	0.4933625
31	32	0.4933625
9	33	0.30445462
32	33	0.30445462
33	34	0.29710934
11	34	0.29710934
22	35	0.8737956
24	35	0.8737956
20	36	0.75007623
35	36	0.75007623
17	37	0.5550896
36	37	0.5550896
37	38	0.4834829
18	38	0.4834829
38	39	0.3506705
23	39	0.3506705
39	40	0.33820838
19	40	0.33820838
40	41	0.33305377
21	41	0.33305377
34	42	0.2875052
14	42	0.2875052
41	43	0.2719458
25	43	0.2719458
42	44	0.2543817
13	44	0.2543817
43	44	0.2543817
29	45	0.19296232
44	45	0.19296232
