4	26	0.05088896
6	26	0.05088896
1	27	0.04759055
26	27	0.04759055
27	28	0.04351136
7	28	0.04351136
28	29	0.02175568
2	29	0.02175568
3	29	0.02175568
9	30	0.051009938
14	30	0.051009938
30	31	0.050876338
13	31	0.050876338
31	32	0.04148409
11	32	0.04148409
32	33	0.020742046
15	33	0.020742046
18	34	0.020292502
19	34	0.020292502
33	35	0.015481918
34	35	0.015481918
29	36	0.01087784
5	36	0.01087784
8	36	0.01087784
35	37	0.010599237
12	37	0.010599237
37	38	0.010148487
10	38	0.010148487
16	38	0.010148487
38	39	0.010146251
20	39	0.010146251
22	40	0.011689017
23	40	0.011689017
24	40	0.011689017
17	41	0.011101792
21	41	0.011101792
40	41	0.011101792
39	42	0.009669658
41	42	0.009669658
36	43	0.009516743
42	43	0.009516743
43	44	0.007070021
25	44	0.007070021
