4	26	0.05088896
5	26	0.05088896
2	27	0.04071117
26	27	0.04071117
12	28	0.05062414
16	28	0.05062414
28	29	0.042396948
13	29	0.042396948
20	30	0.045004576
22	30	0.045004576
9	31	0.020296974
29	31	0.020296974
17	32	0.019339316
18	32	0.019339316
31	33	0.01902988
25	33	0.01902988
33	34	0.013528335
32	34	0.013528335
19	34	0.013528335
30	34	0.013528335
34	35	0.011689017
23	35	0.011689017
24	35	0.011689017
27	36	0.011577739
35	36	0.011577739
36	37	0.011101792
21	37	0.011101792
37	38	0.010599237
14	38	0.010599237
38	39	0.010371023
11	39	0.010371023
15	39	0.010371023
39	40	0.010177792
3	40	0.010177792
6	40	0.010177792
7	40	0.010177792
8	40	0.010177792
40	41	0.010148487
10	41	0.010148487
1	42	0.00951811
41	42	0.00951811
