7	26	0.06106675
8	26	0.06106675
4	27	0.05088896
26	27	0.05088896
13	28	0.04978091
15	28	0.04978091
19	29	0.040585004
20	29	0.040585004
23	30	0.046756066
24	30	0.046756066
29	31	0.02820716
30	31	0.02820716
27	32	0.020355584
5	32	0.020355584
6	32	0.020355584
1	33	0.01903622
32	33	0.01903622
28	34	0.01980729
16	34	0.01980729
34	35	0.01405663
31	35	0.01405663
33	36	0.013852843
35	36	0.013852843
36	37	0.011689017
22	37	0.011689017
37	38	0.011101792
17	38	0.011101792
21	38	0.011101792
38	39	0.01087784
2	39	0.01087784
3	39	0.01087784
39	40	0.010599237
12	40	0.010599237
14	40	0.010599237
40	41	0.010371023
11	41	0.010371023
41	42	0.010148487
9	42	0.010148487
10	42	0.010148487
42	43	0.010146251
18	43	0.010146251
43	44	0.007070021
25	44	0.007070021
