5	26	0.05088896
6	26	0.05088896
4	27	0.04071117
26	27	0.04071117
14	28	0.038301785
16	28	0.038301785
17	29	0.06661075
24	29	0.06661075
29	30	0.027106207
20	30	0.027106207
3	31	0.020355584
27	31	0.020355584
31	32	0.019296233
25	32	0.019296233
10	33	0.019734498
28	33	0.019734498
32	34	0.016705247
30	34	0.016705247
33	35	0.016958779
13	35	0.016958779
34	36	0.015160996
35	36	0.015160996
36	37	0.013528335
19	37	0.013528335
37	38	0.011689017
22	38	0.011689017
23	38	0.011689017
38	39	0.011101792
21	39	0.011101792
39	40	0.010599237
12	40	0.010599237
40	41	0.010371023
11	41	0.010371023
15	41	0.010371023
2	42	0.010177792
41	42	0.010177792
7	42	0.010177792
8	42	0.010177792
42	43	0.010148487
9	43	0.010148487
43	44	0.010146251
18	44	0.010146251
1	45	0.00951811
44	45	0.00951811
