ADAR	0.0
AIM2	0.0
AKIRIN2	0.0
ALCAM	0.0
ALPK1	0.0
ANXA1	0.0
APOBEC3A	2.011614874317602e-06
APOBEC3B	0.0
APOBEC3C	0.0
APOBEC3F	0.0
APOBEC3G	0.00011336115731535825
APOBEC3H	0.0
ARG1	0.0
ARG2	0.0
ARHGEF2	0.0
ATG5	5.8071216464884354e-05
AXL	0.0
B2M	5.616435022306908e-05
BAG6	0.00019993440226996633
BCL10	0.0
BCL6	8.39768704928645e-05
BPIFB1	0.0
BST2	0.0
BTK	0.0
BTLA	0.00010179214844753443
BTN3A1	0.0
BTN3A2	0.0
BTN3A3	0.0
C1QA	0.0
C1QB	0.0
C1QBP	0.0
C1QC	0.0
C1R	0.0
C1S	0.0
C2	0.0
C3	0.0
C4A	0.0
C4B	0.0
C4BPA	0.0
C4BPB	0.0
C5	0.0
C6	0.0
C7	0.0
C8A	0.0
C8B	0.0
C8G	0.0
C9	3.1380702909765397e-06
CADM1	0.0
CARD9	0.0
CASP4	0.0
CD14	0.0
CD160	0.0
CD177	0.0
CD180	0.0
CD19	0.0
CD1A	0.0
CD1B	0.0
CD1C	0.0
CD1D	7.70474412044913e-05
CD1E	0.0
CD209	0.0
CD244	0.0
CD247	0.0
CD274	0.0
CD300A	0.0
CD300C	0.0
CD300E	0.0
CD300LB	0.0
CD300LD	0.0
CD300LF	5.143708004428339e-07
CD3D	0.0
CD3E	0.0
CD3G	0.0
CD4	0.0
CD40	0.0
CD46	0.0
CD55	0.0
CD6	0.0
CD7	1.56903514548827e-06
CD74	0.0
CD79A	0.0
CD79B	1.2069689245905615e-06
CD81	0.0
CD84	0.0
CD86	0.0
CD8A	4.90710163419475e-05
CD8B2	0.0
CFB	0.0
CFD	0.0
CFH	0.0
CFI	0.0
CFP	0.0
CGAS	0.00034812087950911787
CHIA	0.0
CLEC10A	0.0
CLEC4A	0.0
CLEC4C	0.0
CLEC4D	0.0
CLEC4E	0.0
CLEC4M	0.0
CLEC5A	0.0
CLEC6A	0.0
CLEC7A	0.0
CLU	0.0
CNPY3	5.757471274020136e-05
COLEC11	0.0
CR1	0.0
CR2	0.0
CRACR2A	0.00010673063193649299
CRCP	0.0
CRTAM	0.0
CSF1	0.0
CSF1R	0.0
CSK	5.143708004428339e-07
CTLA4	7.790522702527799e-05
CYLD	0.0
DAB2IP	0.0
DBNL	0.0
DCLRE1C	0.0
DDX1	0.0
DDX17	0.0
DDX21	8.834625974705905e-06
DDX3X	0.0
DDX58	0.0
DDX60	0.0
DHX36	0.0005243895949103302
DHX58	0.0
DHX9	0.0
DTX3L	0.00034112885214946514
ECSIT	0.0
EIF2AK2	0.0
EIF2AK4	0.0
EOMES	0.0
ERAP1	6.076965193151736e-05
ERAP2	0.0
ETS1	0.0
EXO1	0.0
FADD	0.0
FCER1G	0.0
FCGR1A	0.0
FCGR1B	0.0
FCGR2A	1.6092918994540818e-06
FCMR	0.0
FCN1	0.0
FCN3	0.0
FCRL4	0.0
FFAR2	0.0
FFAR3	0.0
FGB	0.0
FGL1	0.0
FGR	0.0
FYN	5.9457657688528045e-05
G3BP1	0.0
G3BP2	0.0
GATA3	0.0
GBP1	0.0
GBP3	0.00017471469714338398
GBP5	0.0
GPER1	0.0
GSDMD	0.0
GZMM	0.00015020669942481137
HAVCR2	0.0
HCK	0.0
HERC5	0.0
